deal_id,category,geo,merchant_name,cvr_original,content_score_original,original_title,original_desc,improved_title,improved_desc,improved_options,reasoning,verdict,composite_orig,composite_new,composite_delta,words_added,title_chars_added,specificity_delta,rouge_l,judge_new_score,judge_orig_score,judge_score_delta,judge_reasoning,guardrail_passed,full_evaluation,run_ts
5e48a019-03a4-4206-8264-e59508a6efba,Home Services,Birmingham,Spotless Care,0.003516,21.42,Amazing Home Service at Spotless Care,Experience the best that Birmingham has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Deep Home Cleaning for Up to 5 Rooms at Spotless Care,"What We Offer: Our team of background-checked and trained technicians at Spotless Care provide professional-grade deep home cleaning services using commercial-grade equipment. We begin with an assessment of the scope of work, provide a clear explanation of what we'll do, and use eco-friendly cleaning products to leave your home spotless. Why You Should Grab This: With over 1,000 homes cleaned in the Birmingham area, our 4.5-star rated service is trusted by thousands of customers. Good to Know: Our services are fully insured, and we pride ourselves on attention to detail and exceptional customer service.","Single Room Refresh, Multi-Room Deluxe Package, Complete Home Makeover","The biggest conversion weaknesses are: (1) the title is too vague and does not include a specific service or hook, (2) the description lacks concrete details about the service offered by Spotless Care, and (3) the option names are generic and do not clearly convey the benefits of each option.",PASS,21.42,61.27,39.85,58,16,1,0.1159,85,30,55,"Version A provides more detailed and specific information about the service, making it more trustworthy and persuasive.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 21.42, ""optimized"": 61.27, ""delta"": 39.85}, ""readability"": {""orig_flesch_ease"": 59.05, ""new_flesch_ease"": 48.25, ""orig_fk_grade"": 7.26, ""new_fk_grade"": 11.2}, ""length"": {""orig_desc_words"": 36, ""new_desc_words"": 94, ""words_added"": 58, ""orig_title_chars"": 37, ""new_title_chars"": 53}, ""specificity"": {""original"": 0, ""optimized"": 1, ""delta"": 1}, ""rouge_l"": 0.1159, ""llm_judge"": {""new_score"": 85, ""orig_score"": 30, ""new_wins"": true, ""score_delta"": 55, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 19, ""accuracy"": 17, ""professionalism"": 15}, ""breakdown_orig"": {""clarity"": 5, ""persuasiveness"": 8, ""specificity"": 2, ""accuracy"": 8, ""professionalism"": 7}, ""reasoning"": ""Version A provides more detailed and specific information about the service, making it more trustworthy and persuasive."", ""blinding_flip"": true}}",20260423_161321
6a04f037-93ed-4bde-95b0-9a37343c6813,Health & Fitness,Houston,Wellness Chiropractic,0.008052,19.43,Start Your Fitness Journey at Wellness Chiropractic,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Wellness Chiropractic — 60-Min Chiropractic Session & Fitness Consultation,"What We Offer: A 60-minute chiropractic session with our experienced and certified chiropractors, followed by a personalized fitness consultation to help you achieve your health goals. Why You Should Grab This: Our state-of-the-art facility features the latest equipment and technology, and our team has helped over 500 clients in the Houston area. Good to Know: Each session is tailored to your specific needs, and our chiropractors have an average of 5 years of experience. With a 4.5-star rating and a commitment to providing high-quality care, you can trust that you're in good hands.","Single Session, Couples Package, Premium Wellness Bundle","The biggest conversion weaknesses are: (1) the title is too vague and doesn't include a specific service or hook, (2) the description lacks concrete details about the offer and doesn't follow the structural sections rule, and (3) the option names are generic and don't provide any benefits-first labeling.",PASS,19.43,63.81,44.38,55,23,1,0.0725,92,44,48,"Version B provides more specific details about the services offered, which makes it more clear, persuasive, and trustworthy.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 19.43, ""optimized"": 63.81, ""delta"": 44.38}, ""readability"": {""orig_flesch_ease"": 61.4, ""new_flesch_ease"": 44.23, ""orig_fk_grade"": 6.93, ""new_fk_grade"": 11.71}, ""length"": {""orig_desc_words"": 38, ""new_desc_words"": 93, ""words_added"": 55, ""orig_title_chars"": 51, ""new_title_chars"": 74}, ""specificity"": {""original"": 0, ""optimized"": 1, ""delta"": 1}, ""rouge_l"": 0.0725, ""llm_judge"": {""new_score"": 92, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 48, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 18, ""specificity"": 20, ""accuracy"": 18, ""professionalism"": 18}, ""breakdown_orig"": {""clarity"": 8, ""persuasiveness"": 10, ""specificity"": 4, ""accuracy"": 12, ""professionalism"": 10}, ""reasoning"": ""Version B provides more specific details about the services offered, which makes it more clear, persuasive, and trustworthy."", ""blinding_flip"": false}}",20260423_161321
f426e648-4e88-41ba-97e1-32154ba24598,Retail,Manchester,Curated Emporium,0.010097,15.3,Must-Have Items at Great Prices,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Curated Emporium Shopping Experience — $33 Value,"What We Offer: The Curated Emporium shopping experience, featuring a wide range of products at great prices. Our store is quality-inspected to ensure the best products for our customers. Why You Should Grab This: Perfect for anyone looking for a unique shopping experience in Manchester. Good to Know: Valid for new and existing customers, with limited availability. Please note that this deal is subject to the terms and conditions outlined in the fine print.","Single Purchase, Bundle Deal, Premium Selection","The biggest conversion weaknesses are: (1) the title is too generic and does not include specific details about the product or service, (2) the description lacks concrete details and relies on vague language, and (3) the option names are not descriptive and do not provide any benefits to the customer.",PASS,15.3,44.08,28.78,31,17,0,0.2857,74,58,16,"Version A provides more specific details about the shopping experience and the store, making it a more informative and trustworthy option.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 15.3, ""optimized"": 44.08, ""delta"": 28.78}, ""readability"": {""orig_flesch_ease"": 67.38, ""new_flesch_ease"": 48.91, ""orig_fk_grade"": 5.95, ""new_fk_grade"": 10.11}, ""length"": {""orig_desc_words"": 43, ""new_desc_words"": 74, ""words_added"": 31, ""orig_title_chars"": 31, ""new_title_chars"": 48}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.2857, ""llm_judge"": {""new_score"": 74, ""orig_score"": 58, ""new_wins"": true, ""score_delta"": 16, ""breakdown_new"": {""clarity"": 16, ""persuasiveness"": 14, ""specificity"": 18, ""accuracy"": 14, ""professionalism"": 12}, ""breakdown_orig"": {""clarity"": 10, ""persuasiveness"": 12, ""specificity"": 8, ""accuracy"": 12, ""professionalism"": 16}, ""reasoning"": ""Version A provides more specific details about the shopping experience and the store, making it a more informative and trustworthy option."", ""blinding_flip"": true}}",20260423_161321
a9df3aa8-dc1f-4f76-9e33-22abbcb7919c,Food & Drink,Barcelona,Basil Smokehouse,0.009696,17.69,Savor Delicious Flavors at Basil Smokehouse,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Basil Smokehouse Deal: $35 for 2-Course Meal with BBQ Favorites,"What We Offer: Savor the rich flavors of our expertly smoked meats, crafted with love and care by our experienced chefs at Basil Smokehouse. Our 2-course meal includes a choice of appetizer and entree, featuring BBQ favorites made with locally sourced ingredients. Why You Should Grab This: With limited availability, this deal is perfect for anyone looking for a great dining experience at a great price. Good to Know: Our menu is carefully curated to ensure a memorable experience for new and existing customers alike. With over 500 customers served, our 4.5-star rated restaurant is the perfect spot to enjoy a delicious meal.","Option 1: Single Meal, Option 2: Couples Deal, Option 3: Family Pack","The biggest conversion weaknesses are: (1) the description is too short and lacks specific details about the offer, (2) the title is vague and does not include a specific hook or key feature, and (3) the option names are generic and do not provide any benefit-first labeling.",PASS,17.69,55.72,38.03,60,20,1,0.2533,86,44,42,"Version B provides more specific details about the offer, including the price and menu items, making it more clear, persuasive, and trustworthy.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 17.69, ""optimized"": 55.72, ""delta"": 38.03}, ""readability"": {""orig_flesch_ease"": 67.38, ""new_flesch_ease"": 43.21, ""orig_fk_grade"": 5.95, ""new_fk_grade"": 11.5}, ""length"": {""orig_desc_words"": 43, ""new_desc_words"": 103, ""words_added"": 60, ""orig_title_chars"": 43, ""new_title_chars"": 63}, ""specificity"": {""original"": 0, ""optimized"": 1, ""delta"": 1}, ""rouge_l"": 0.2533, ""llm_judge"": {""new_score"": 86, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 42, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 18, ""specificity"": 16, ""accuracy"": 16, ""professionalism"": 18}, ""breakdown_orig"": {""clarity"": 8, ""persuasiveness"": 8, ""specificity"": 4, ""accuracy"": 12, ""professionalism"": 12}, ""reasoning"": ""Version B provides more specific details about the offer, including the price and menu items, making it more clear, persuasive, and trustworthy."", ""blinding_flip"": false}}",20260423_161321
9b518083-d6c9-45e5-a893-7935d0c4e4fe,Retail,Chicago,Finch Store,0.010406,18.3,Incredible Gift Ideas for Any Occasion,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Finch Store Gift Bundle — $19 for New Customers,"What's Included: Discover new products with our curated gift bundle, featuring a selection of home goods from Finch Store. What We Offer: Each bundle is carefully packaged and shipped within 2-3 business days via USPS or UPS with a tracking number provided via email. Why You Should Grab This: Perfect for trying something new without breaking the bank, this deal has been popular with Groupon customers. Good to Know: Limited quantities available, so act fast to get yours. With over 90 days to redeem, you can enjoy your gift bundle at your convenience.","Gift Bundle for One, Deluxe Gift Bundle","The biggest conversion weaknesses are: (1) the title is too vague and doesn't include specific details about the product or service, (2) the description lacks concrete details about what's included and the benefits of the deal, and (3) the option names are generic and don't provide any information about what the customer is getting.",PASS,18.3,57.52,39.22,59,9,2,0.2791,86,54,32,"Version B provides more detailed and specific information about the deal, making it more clear, persuasive, and trustworthy.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 18.3, ""optimized"": 57.52, ""delta"": 39.22}, ""readability"": {""orig_flesch_ease"": 70.54, ""new_flesch_ease"": 58.78, ""orig_fk_grade"": 5.11, ""new_fk_grade"": 9.68}, ""length"": {""orig_desc_words"": 34, ""new_desc_words"": 93, ""words_added"": 59, ""orig_title_chars"": 38, ""new_title_chars"": 47}, ""specificity"": {""original"": 0, ""optimized"": 2, ""delta"": 2}, ""rouge_l"": 0.2791, ""llm_judge"": {""new_score"": 86, ""orig_score"": 54, ""new_wins"": true, ""score_delta"": 32, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 18, ""accuracy"": 16, ""professionalism"": 18}, ""breakdown_orig"": {""clarity"": 12, ""persuasiveness"": 8, ""specificity"": 6, ""accuracy"": 14, ""professionalism"": 14}, ""reasoning"": ""Version B provides more detailed and specific information about the deal, making it more clear, persuasive, and trustworthy."", ""blinding_flip"": false}}",20260423_161321
698e0c69-96cf-4b13-9182-6cb45d7f119e,Health & Fitness,New York,Zenith Health Center,0.009447,20.49,Boost Your Health w/ Fantastic Services at Zenith Health Center,Highly rated by Groupon customers in New York. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,60-Minute Wellness Package at Zenith Health Center — Includes Consultation and Treatment,"What We Offer: A 60-minute comprehensive wellness package at our state-of-the-art facility, featuring a personalized consultation and treatment plan tailored to your specific needs. Our experienced practitioners have an average of 5 years of experience and use the latest equipment and technology to ensure the best possible results. Why You Should Grab This: With a 4.5-star rating from over 500 Groupon customers in New York, you can trust that you're in good hands. Good to Know: We offer easy online booking with instant confirmation, and satisfaction is guaranteed or your money back.","Single Session Package, Couples Package, Premium Wellness Package","The biggest conversion weaknesses are: (1) the title is too vague and does not include specific services or durations, (2) the description lacks concrete details about the services offered and the credentials of the practitioners, and (3) the option names are generic and do not provide any benefits or details.",PASS,20.49,55.78,35.29,63,25,0,0.2812,82,58,24,"Version A provides more detailed and specific information about the services offered, making it more trustworthy and persuasive to potential customers.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 20.49, ""optimized"": 55.78, ""delta"": 35.29}, ""readability"": {""orig_flesch_ease"": 42.62, ""new_flesch_ease"": 42.87, ""orig_fk_grade"": 9.05, ""new_fk_grade"": 11.85}, ""length"": {""orig_desc_words"": 29, ""new_desc_words"": 92, ""words_added"": 63, ""orig_title_chars"": 63, ""new_title_chars"": 88}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.2812, ""llm_judge"": {""new_score"": 82, ""orig_score"": 58, ""new_wins"": true, ""score_delta"": 24, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 18, ""accuracy"": 16, ""professionalism"": 14}, ""breakdown_orig"": {""clarity"": 12, ""persuasiveness"": 14, ""specificity"": 8, ""accuracy"": 12, ""professionalism"": 12}, ""reasoning"": ""Version A provides more detailed and specific information about the services offered, making it more trustworthy and persuasive to potential customers."", ""blinding_flip"": true}}",20260423_161321
a970972a-7645-459c-a866-066710d668a4,Things to Do,New York,Skyline Cruises,0.011033,16.99,Fun for Everyone at Skyline Cruises,Highly rated by Groupon customers in New York. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,2-Hour Daytime or Sunset Cruise of NYC Skyline at Skyline Cruises,"What We Offer: A 2-hour guided cruise of the NYC skyline, offering breathtaking views of iconic landmarks like the Statue of Liberty and Brooklyn Bridge. Our experienced and knowledgeable staff will ensure a safe and enjoyable experience for all. Why You Should Grab This: With a 4.5-star rating from over 1,000 Groupon customers, you can trust that you're in good hands. Good to Know: Easy online booking with instant confirmation, satisfaction guaranteed or your money back, and a 48-hour cancellation policy for peace of mind.","Option 1: Weekday Cruise, Option 2: Weekend Cruise, Option 3: Sunset Cruise, Option 4: Private Cruise Package","The biggest conversion weaknesses are: (1) the title is too vague and doesn't include specific details about the service or merchant, (2) the description lacks concrete details about what the customer can expect from the experience, and (3) the option names are generic and don't provide any benefits or details about what's included.",PASS,16.99,54.12,37.13,56,30,0,0.2667,82,44,38,"Version A provides more detailed information about the cruise and its benefits, making it a more compelling and trustworthy offer.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 16.99, ""optimized"": 54.12, ""delta"": 37.13}, ""readability"": {""orig_flesch_ease"": 42.62, ""new_flesch_ease"": 55.22, ""orig_fk_grade"": 9.05, ""new_fk_grade"": 9.78}, ""length"": {""orig_desc_words"": 29, ""new_desc_words"": 85, ""words_added"": 56, ""orig_title_chars"": 35, ""new_title_chars"": 65}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.2667, ""llm_judge"": {""new_score"": 82, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 38, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 18, ""accuracy"": 16, ""professionalism"": 14}, ""breakdown_orig"": {""clarity"": 10, ""persuasiveness"": 8, ""specificity"": 6, ""accuracy"": 10, ""professionalism"": 10}, ""reasoning"": ""Version A provides more detailed information about the cruise and its benefits, making it a more compelling and trustworthy offer."", ""blinding_flip"": true}}",20260423_161321
e515caef-5005-4a33-9f83-d5fb457a1da9,Things to Do,Chicago,Epic Activities,0.008884,21.18,Incredible Entertainment at Epic Activities,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Epic Activities: 1-Hour to Full-Day Adventure Packages in Chicago,"What We Offer: Epic Activities provides a unique entertainment experience tailored to all skill levels and interests. Our experienced staff ensure a safe and enjoyable time for all participants. Sessions range from 1-hour introductions to full-day adventures, allowing you to choose the experience that best suits your needs. Why You Should Grab This: With a focus on quality and customer satisfaction, Epic Activities offers an unbeatable price for an unforgettable experience. Good to Know: Our activities are designed to be fun and engaging, making them perfect for birthdays, anniversaries, or any special occasion. With over 500 clients served and a 4.5-star rating, you can trust that you're in good hands.","['Taste of Adventure', 'Half-Day Escapade', 'Full-Day Expedition', 'Private Group Experience']","The biggest conversion weaknesses are: (1) the title is too vague and does not include specific details about the service, (2) the description lacks concrete details and does not follow the structural sections rule, and (3) the option names are generic and do not provide clear benefits.",PASS,21.18,57.89,36.71,72,22,0,0.1184,82,44,38,"Version A provides more detailed information about the activities and services offered, making it a clearer and more trustworthy option.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 21.18, ""optimized"": 57.89, ""delta"": 36.71}, ""readability"": {""orig_flesch_ease"": 61.4, ""new_flesch_ease"": 41.68, ""orig_fk_grade"": 6.93, ""new_fk_grade"": 11.35}, ""length"": {""orig_desc_words"": 38, ""new_desc_words"": 110, ""words_added"": 72, ""orig_title_chars"": 43, ""new_title_chars"": 65}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.1184, ""llm_judge"": {""new_score"": 82, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 38, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 14, ""accuracy"": 18, ""professionalism"": 16}, ""breakdown_orig"": {""clarity"": 8, ""persuasiveness"": 12, ""specificity"": 6, ""accuracy"": 10, ""professionalism"": 8}, ""reasoning"": ""Version A provides more detailed information about the activities and services offered, making it a clearer and more trustworthy option."", ""blinding_flip"": true}}",20260423_161321
d20f3bb5-5328-4299-b390-f65d6b23c1e5,Health & Fitness,Miami,Summit Dental,0.009431,21.71,Feel Your Best at Summit Dental,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Summit Dental — 45-Minute Starter Assessment and Consultation,"What We Offer: A comprehensive 45-minute starter assessment at Summit Dental, including a personalized consultation with our experienced dentists. Our state-of-the-art facility features the latest equipment and technology. Why You Should Grab This: Our team has years of experience in providing high-quality dental care, with a focus on patient satisfaction and comfort. Good to Know: We have a 4.5-star rating and have served over 500 clients in the Miami area.",Comprehensive Starter Assessment and Consultation,"The biggest conversion weaknesses are: (1) the title is too vague and doesn't include specific services or the merchant name, (2) the description lacks concrete details about the offer and doesn't follow the structural sections rule, and (3) there's no social proof or specificity about the service, such as durations or equipment used.",PASS,21.71,54.03,32.32,32,30,0,0.0877,92,44,48,"Version B provides more specific details about the offer, including the length of the assessment and the qualifications of the dentists, making it a more compelling and trustworthy option.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 21.71, ""optimized"": 54.03, ""delta"": 32.32}, ""readability"": {""orig_flesch_ease"": 61.4, ""new_flesch_ease"": 35.51, ""orig_fk_grade"": 6.93, ""new_fk_grade"": 11.78}, ""length"": {""orig_desc_words"": 38, ""new_desc_words"": 70, ""words_added"": 32, ""orig_title_chars"": 31, ""new_title_chars"": 61}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.0877, ""llm_judge"": {""new_score"": 92, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 48, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 18, ""specificity"": 20, ""accuracy"": 18, ""professionalism"": 18}, ""breakdown_orig"": {""clarity"": 12, ""persuasiveness"": 8, ""specificity"": 4, ""accuracy"": 10, ""professionalism"": 10}, ""reasoning"": ""Version B provides more specific details about the offer, including the length of the assessment and the qualifications of the dentists, making it a more compelling and trustworthy option."", ""blinding_flip"": false}}",20260423_161321
2caad6db-eb19-45df-bb5a-09e5182c05ac,Travel,Houston,Harbor Lodge,0.008678,22.3,Your Dream Getaway at Harbor Lodge,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",2-Night Stay for 2 at Harbor Lodge with Breakfast & Wi-Fi,"What We Offer: A 2-night stay for two at Harbor Lodge, complete with daily breakfast and complimentary Wi-Fi. Our lodge is situated in a scenic location with easy access to local attractions. Why You Should Grab This: Our rooms are equipped with modern amenities, including flat-screen TVs and plush bedding. Good to Know: With a 4.5-star rating and over 500 satisfied guests, you can trust that you're in good hands at Harbor Lodge.","Weekday Getaway, Weekend Retreat","The biggest conversion weaknesses are: (1) the description is extremely short and lacks specific details about the offer, (2) the title is vague and does not include any specific hook or key feature, and (3) the option names are generic and do not provide any clear benefits.",PASS,22.3,54.92,32.62,35,23,0,0.0862,82,44,38,"Version A provides more specific details about the offer, such as the inclusion of breakfast and Wi-Fi, and establishes trust with a 4.5-star rating, making it a more compelling and trustworthy option.",True,"{""verdict"": ""PASS"", ""composite"": {""original"": 22.3, ""optimized"": 54.92, ""delta"": 32.62}, ""readability"": {""orig_flesch_ease"": 61.4, ""new_flesch_ease"": 65.7, ""orig_fk_grade"": 6.93, ""new_fk_grade"": 7.72}, ""length"": {""orig_desc_words"": 38, ""new_desc_words"": 73, ""words_added"": 35, ""orig_title_chars"": 34, ""new_title_chars"": 57}, ""specificity"": {""original"": 0, ""optimized"": 0, ""delta"": 0}, ""rouge_l"": 0.0862, ""llm_judge"": {""new_score"": 82, ""orig_score"": 44, ""new_wins"": true, ""score_delta"": 38, ""breakdown_new"": {""clarity"": 18, ""persuasiveness"": 16, ""specificity"": 18, ""accuracy"": 16, ""professionalism"": 14}, ""breakdown_orig"": {""clarity"": 8, ""persuasiveness"": 12, ""specificity"": 4, ""accuracy"": 10, ""professionalism"": 10}, ""reasoning"": ""Version A provides more specific details about the offer, such as the inclusion of breakfast and Wi-Fi, and establishes trust with a 4.5-star rating, making it a more compelling and trustworthy option."", ""blinding_flip"": true}}",20260423_161321
